LSAT,GPA,Race,resident,college,Year,Gender,admit,Black,Hispanic,Asian,White,MissingRace,URM
150,2.97,Asian,1,Ohio State,2006,0,0,0,0,1,0,0,0
150,3.78,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
150,3.31,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
150,3.92,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
150,3.8,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
150,3.82,Asian,0,Ohio State,2006,0,0,0,0,1,0,0,0
150,3.48,Hispanic,0,Ohio State,2006,0,0,0,1,0,0,0,1
150,3.04,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
150,,Asian,0,Ohio State,2006,0,0,0,0,1,0,0,0
150,,Asian,0,Ohio State,2006,1,0,0,0,1,0,0,0
150,3.44,Hispanic,1,Ohio State,2006,0,0,0,1,0,0,0,1
150,3.2,Black,1,Ohio State,2006,1,1,1,0,0,0,0,1
150,3.75, ,0,Ohio State,2006,0,1,0,0,0,0,1,0
150,3.36,Hispanic,0,Ohio State,2006,,1,0,1,0,0,0,1
150,3.26,Black,,Ohio State,2006,1,1,1,0,0,0,0,1
150,3.69,White,0,Ohio State,2006,0,1,0,0,0,1,0,0
150,3.84,Hispanic,1,Ohio State,2006,0,0,0,1,0,0,0,1
150,3.59,Hispanic,0,Ohio State,2006,1,0,0,1,0,0,0,1
150,3.52,Hispanic,0,Ohio State,2006,0,0,0,1,0,0,0,1
150,3.15,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
150,3.04,Hispanic,0,Ohio State,2006,1,0,0,1,0,0,0,1
150,3.15,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
149,3.67,Black,0,Ohio State,2006,0,1,1,0,0,0,0,1
149,3.91,Black,0,Ohio State,2006,0,1,1,0,0,0,0,1
149,3.53, ,0,Ohio State,2006,0,1,0,0,0,0,1,0
149,4, ,1,Ohio State,2006,0,0,0,0,0,0,1,0
149,3.14,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
149,2.53,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
149,2.93,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
149,3.37,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
149,3.58,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
149,2.78,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
149,3.46,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
149,3.37,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
149,3.34,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
149,3.5,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
149,2.6,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
149,3.21,Asian,1,Ohio State,2006,0,0,0,0,1,0,0,0
149,3.17,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
149,3.3,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
149,3.36,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
149,2.98,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
149,3.75,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
149,3.15,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
149,3.96,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
149,2.49,Asian,1,Ohio State,2006,0,0,0,0,1,0,0,0
149,3.7,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
149,3.63,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
149,3.49,Asian,0,Ohio State,2006,1,0,0,0,1,0,0,0
149,3.15, ,0,Ohio State,2006,0,0,0,0,0,0,1,0
149,3.04,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
149,4,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
149,3.33,Asian,0,Ohio State,2006,0,0,0,0,1,0,0,0
149,2.96,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
149,2.89,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
149,3.16,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
149,3.64,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
149,2.78,Asian,0,Ohio State,2006,0,0,0,0,1,0,0,0
149,3.65,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
149,3.6,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
149,,Asian,0,Ohio State,2006,1,0,0,0,1,0,0,0
149,3.53,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
149,3.02,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
149,2.88,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
149,3.63,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
149,3.22,Hispanic,0,Ohio State,2006,0,0,0,1,0,0,0,1
149,3.23,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
149,2.91,Black,1,Ohio State,2006,0,1,1,0,0,0,0,1
149,3.89,White,0,Ohio State,2006,0,1,0,0,0,1,0,0
149,3.84,Hispanic,1,Ohio State,2006,,1,0,1,0,0,0,1
149,3.55,Black,1,Ohio State,2006,0,1,1,0,0,0,0,1
149,3.65,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
148,3.17,White,0,Ohio State,2006,1,1,0,0,0,1,0,0
148,3.16, ,0,Ohio State,2006,1,0,0,0,0,0,1,0
148,3.71,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
148,3.81,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
148,3.36,Hispanic,0,Ohio State,2006,0,0,0,1,0,0,0,1
148,3.38,Asian,1,Ohio State,2006,0,0,0,0,1,0,0,0
148,3.03,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
148,3.46, ,1,Ohio State,2006,0,0,0,0,0,0,1,0
148,3.31,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
148,2.42,Asian,0,Ohio State,2006,0,0,0,0,1,0,0,0
148,3.17, ,1,Ohio State,2006,1,0,0,0,0,0,1,0
148,2.84,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
148,3.41,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
148,3.08,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
148,3.39,Asian,0,Ohio State,2006,1,0,0,0,1,0,0,0
148,2.63,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
148,2.26,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
148,3.47,Asian,0,Ohio State,2006,1,0,0,0,1,0,0,0
148,3.71,Asian,0,Ohio State,2006,1,0,0,0,1,0,0,0
148,2.86,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
148,2.71,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
148,3.71,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
148,3.21,Asian,0,Ohio State,2006,0,0,0,0,1,0,0,0
148,3.85,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
148,3.51,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
148,2.53,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
148,3.04, ,,Ohio State,2006,0,0,0,0,0,0,1,0
148,, ,0,Ohio State,2006,1,0,0,0,0,0,1,0
148,3.91,Asian,0,Ohio State,2006,0,0,0,0,1,0,0,0
148,3.22,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
148,3.57, ,0,Ohio State,2006,1,0,0,0,0,0,1,0
148,3.62,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
148,3.51,Hispanic,0,Ohio State,2006,,1,0,1,0,0,0,1
148,3.31,Hispanic,0,Ohio State,2006,,1,0,1,0,0,0,1
148,3,Hispanic,0,Ohio State,2006,,1,0,1,0,0,0,1
148,3.17,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
148,3.18,Black,1,Ohio State,2006,1,0,1,0,0,0,0,1
147,3.18,Hispanic,0,Ohio State,2006,1,1,0,1,0,0,0,1
147,3.44,Black,0,Ohio State,2006,1,1,1,0,0,0,0,1
147,3.38,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
147,3.17,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
147,3.87,Asian,1,Ohio State,2006,0,0,0,0,1,0,0,0
147,3.84,Asian,1,Ohio State,2006,1,0,0,0,1,0,0,0
147,3.5, ,1,Ohio State,2006,1,0,0,0,0,0,1,0
147,3.48,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
147,3.11,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
147,2.86,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
147,3.14,Asian,0,Ohio State,2006,0,0,0,0,1,0,0,0
147,3.19,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
147,3.27,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
147,3.52,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
147,3.9,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
147,3.48,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
147,3.6,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
147,3.41,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
147,3.01,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
147,2.52,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
147,3.43,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
147,2.75,Asian,0,Ohio State,2006,0,0,0,0,1,0,0,0
147,2.86,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
147,2.66,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
147,2.94,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
147,2.83,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
147,2.93,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
147,3.48,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
147,2.99, ,0,Ohio State,2006,0,0,0,0,0,0,1,0
147,3.23,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
147,3.51, ,1,Ohio State,2006,1,0,0,0,0,0,1,0
147,3.34,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
147,3.29,Hispanic,0,Ohio State,2006,1,0,0,1,0,0,0,1
147,2.82,Hispanic,0,Ohio State,2006,0,0,0,1,0,0,0,1
147,3.52,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
147,3.05,Hispanic,0,Ohio State,2006,1,0,0,1,0,0,0,1
147,3.27,Hispanic,0,Ohio State,2006,1,0,0,1,0,0,0,1
146,3.12,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
146,3.62, ,1,Ohio State,2006,0,0,0,0,0,0,1,0
146,3.96, ,1,Ohio State,2006,0,0,0,0,0,0,1,0
146,3.48,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
146,3.24,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
146,3.51,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
146,3.05,Hispanic,1,Ohio State,2006,0,0,0,1,0,0,0,1
146,3.17,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
146,3.3,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
146,2.55,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
146,3.83,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
146,3.57,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
146,3.44,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
146,2.93,Hispanic,0,Ohio State,2006,0,0,0,1,0,0,0,1
146,3.39,Asian,0,Ohio State,2006,0,0,0,0,1,0,0,0
146,3.81,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
146,3.56,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
146,3.03,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
146,2.7,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
146,2.84,Hispanic,0,Ohio State,2006,0,0,0,1,0,0,0,1
146,2.67,Hispanic,0,Ohio State,2006,1,0,0,1,0,0,0,1
146,3.33,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
146,3.19,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
146,2.73, ,0,Ohio State,2006,1,0,0,0,0,0,1,0
146,3.36,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
146,3.44,Hispanic,0,Ohio State,2006,1,0,0,1,0,0,0,1
146,3.26,Black,1,Ohio State,2006,0,0,1,0,0,0,0,1
146,3.59, ,0,Ohio State,2006,0,0,0,0,0,0,1,0
146,3.57,Hispanic,1,Ohio State,2006,0,0,0,1,0,0,0,1
146,3.73,Black,0,Ohio State,2006,0,1,1,0,0,0,0,1
145,2.34,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
145,2.96,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
145,2.82,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
145,3.81,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
145,3.51,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
145,2.8,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
145,2.16,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
145,3.4,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
145,2.98,Black,1,Ohio State,2006,0,0,1,0,0,0,0,1
145,3.19,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
145,3.72,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
145,2.69, ,0,Ohio State,2006,0,0,0,0,0,0,1,0
145,3.19,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
145,3.04,Asian,0,Ohio State,2006,1,0,0,0,1,0,0,0
145,2.68,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
145,3.57,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
145,3.63, ,0,Ohio State,2006,1,0,0,0,0,0,1,0
145,3.29,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
145,2.98,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
145,2.48,Hispanic,0,Ohio State,2006,1,0,0,1,0,0,0,1
145,3.52,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
145,3.44, ,1,Ohio State,2006,0,0,0,0,0,0,1,0
145,3.16, ,0,Ohio State,2006,0,0,0,0,0,0,1,0
145,2.6,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
145,2.9,Hispanic,0,Ohio State,2006,1,0,0,1,0,0,0,1
145,3.28,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
145,3.2,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
145,3.52,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
145,2.78,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
145,3.03,Hispanic,0,Ohio State,2006,0,0,0,1,0,0,0,1
145,3.45,Hispanic,0,Ohio State,2006,1,0,0,1,0,0,0,1
145,,Asian,0,Ohio State,2006,1,0,0,0,1,0,0,0
145,2.38,Black,1,Ohio State,2006,0,0,1,0,0,0,0,1
145,3.31,Black,1,Ohio State,2006,0,0,1,0,0,0,0,1
145,3.17,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
145,3.62,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
145,3.52,Black,1,Ohio State,2006,0,1,1,0,0,0,0,1
145,2.98, ,0,Ohio State,2006,0,0,0,0,0,0,1,0
144,3.56,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
144,3.41,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
144,2.65, ,1,Ohio State,2006,1,0,0,0,0,0,1,0
144,3.37,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
144,3.08,Black,1,Ohio State,2006,0,0,1,0,0,0,0,1
144,3.38,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
144,3.73,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
144,3.58,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
144,3.14, ,1,Ohio State,2006,0,0,0,0,0,0,1,0
144,3.55,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
144,3.66,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
144,2.51,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
144,2.78,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
144,3.25,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
144,3.21,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
144,3.95,Asian,0,Ohio State,2006,1,0,0,0,1,0,0,0
144,2.71,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
144,3.29, ,0,Ohio State,2006,0,0,0,0,0,0,1,0
144,3.37,Hispanic,0,Ohio State,2006,1,0,0,1,0,0,0,1
144,3.16,Hispanic,0,Ohio State,2006,0,0,0,1,0,0,0,1
144,3.79,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
144,3.14,Black,1,Ohio State,2006,1,0,1,0,0,0,0,1
144,3.48,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
144,3.81,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
144,3.38,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
144,3.95,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
143,3.69,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
143,3.45,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
143,3.21,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
143,2.57,Asian,1,Ohio State,2006,1,0,0,0,1,0,0,0
143,3.36,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
143,2.83,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
143,3.13,Black,1,Ohio State,2006,1,0,1,0,0,0,0,1
143,2.67, ,0,Ohio State,2006,0,0,0,0,0,0,1,0
143,3.39, ,0,Ohio State,2006,1,0,0,0,0,0,1,0
143,3.62,Asian,0,Ohio State,2006,0,0,0,0,1,0,0,0
143,3.44,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
143,3.29, ,0,Ohio State,2006,1,0,0,0,0,0,1,0
143,2.54,Hispanic,0,Ohio State,2006,1,0,0,1,0,0,0,1
143,2.76,Hispanic,0,Ohio State,2006,1,0,0,1,0,0,0,1
143,2.47,Asian,0,Ohio State,2006,0,0,0,0,1,0,0,0
143,3.14,Black,1,Ohio State,2006,0,0,1,0,0,0,0,1
143,3.71,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
143,3.26,Black,1,Ohio State,2006,0,0,1,0,0,0,0,1
142,3.65,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
142,2.72,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
142,3.1,Black,1,Ohio State,2006,0,0,1,0,0,0,0,1
142,3.91,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
142,3.52,Black,1,Ohio State,2006,0,0,1,0,0,0,0,1
142,3.28,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
142,3.69,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
142,3.74,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
142,3.01,Black,1,Ohio State,2006,0,0,1,0,0,0,0,1
142,2.68,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
142,2.66,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
142,3.12,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
142,2.01,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
142,3.07,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
142,,Hispanic,1,Ohio State,2006,0,0,0,1,0,0,0,1
142,,Asian,0,Ohio State,2006,1,0,0,0,1,0,0,0
142,,Asian,0,Ohio State,2006,1,0,0,0,1,0,0,0
142,,Asian,0,Ohio State,2006,1,0,0,0,1,0,0,0
142,3.53,Black,1,Ohio State,2006,0,0,1,0,0,0,0,1
142,3.37,Black,1,Ohio State,2006,1,0,1,0,0,0,0,1
141,3.06,Black,1,Ohio State,2006,1,,1,0,0,0,0,1
141,3.19,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
141,3.15, ,1,Ohio State,2006,1,0,0,0,0,0,1,0
141,3.09,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
141,3.06,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
141,2.86,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
141,3.55,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
141,2.55,Asian,1,Ohio State,2006,0,0,0,0,1,0,0,0
141,2.85,Asian,0,Ohio State,2006,0,0,0,0,1,0,0,0
141,3,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
141,3.14,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
141,3.14,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
141,3.41,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
141,3.87,Asian,0,Ohio State,2006,0,0,0,0,1,0,0,0
141,1.86,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
141,3.38,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
141,3.41, ,0,Ohio State,2006,0,0,0,0,0,0,1,0
141,3.23,Black,1,Ohio State,2006,0,0,1,0,0,0,0,1
140,3.53,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
140,3.62,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
140,3.52,Black,1,Ohio State,2006,0,0,1,0,0,0,0,1
140,2.72, ,0,Ohio State,2006,1,0,0,0,0,0,1,0
140,3.56,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
140,2.95,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
140,3.86,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
140,3.36, ,1,Ohio State,2006,0,0,0,0,0,0,1,0
140,3.34,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
140,2.75,Black,1,Ohio State,2006,0,0,1,0,0,0,0,1
140,3.39,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
140,3.11,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
140,2.81,Hispanic,1,Ohio State,2006,0,0,0,1,0,0,0,1
140,3.54,Black,1,Ohio State,2006,0,0,1,0,0,0,0,1
140,3.27,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
140,3.78,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
140,3.03,Asian,0,Ohio State,2006,0,0,0,0,1,0,0,0
140,3.77,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
140,2.12,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
140,2.78,Hispanic,0,Ohio State,2006,1,0,0,1,0,0,0,1
139,3.26,Black,1,Ohio State,2006,0,0,1,0,0,0,0,1
139,2.53,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
139,3.67,Black,1,Ohio State,2006,1,0,1,0,0,0,0,1
139,2.65,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
139,3.57,Black,1,Ohio State,2006,1,0,1,0,0,0,0,1
139,3.67, ,0,Ohio State,2006,0,0,0,0,0,0,1,0
139,2.42,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
139,2.78,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
139,3.71,Black,1,Ohio State,2006,0,0,1,0,0,0,0,1
138,3.26,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
138,3.52,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
138,2.55,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
138,2.91,Asian,1,Ohio State,2006,1,0,0,0,1,0,0,0
138,3.4,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
138,2.84,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
138,2.47,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
138,,Asian,1,Ohio State,2006,0,0,0,0,1,0,0,0
137,4,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
137,3.22,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
137,3.6,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
137,3,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
137,3.2,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
137,3.51,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
137,2.85,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
136,3.17,Black,1,Ohio State,2006,1,0,1,0,0,0,0,1
136,2.37,Black,1,Ohio State,2006,0,0,1,0,0,0,0,1
136,1.76,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
136,3.5, ,0,Ohio State,2006,1,0,0,0,0,0,1,0
136,3.62,White,0,Ohio State,2006,1,0,0,0,0,1,0,0
136,3.47,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
136,3.61,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
136,3.46,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
136,3.27,White,1,Ohio State,2006,0,0,0,0,0,1,0,0
136,2.69,Hispanic,0,Ohio State,2006,1,0,0,1,0,0,0,1
134,2.27,Black,1,Ohio State,2006,1,0,1,0,0,0,0,1
134,3.48,White,0,Ohio State,2006,0,0,0,0,0,1,0,0
134,3.14, ,0,Ohio State,2006,0,0,0,0,0,0,1,0
134,2.33,White,1,Ohio State,2006,1,0,0,0,0,1,0,0
134,3.4,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
134,3.29,Black,0,Ohio State,2006,0,0,1,0,0,0,0,1
133,3.31,Hispanic,1,Ohio State,2006,0,0,0,1,0,0,0,1
133,3.01, ,0,Ohio State,2006,1,0,0,0,0,0,1,0
133,,Asian,0,Ohio State,2006,1,0,0,0,1,0,0,0
132,2.23,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
131,2.64,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
129,3.5,Black,0,Ohio State,2006,1,0,1,0,0,0,0,1
,,Asian,,Ohio State,2006,0,,0,0,1,0,0,0
142,3.029998779, ,1,Nevada Las Vegas,2005,1,0,0,0,0,0,1,0
156,3.419998169, ,1,Nevada Las Vegas,2005,0,1,0,0,0,0,1,0
146,2.459999084, ,0,Nevada Las Vegas,2005,1,0,0,0,0,0,1,0
156,2.909999847, ,0,Nevada Las Vegas,2005,1,0,0,0,0,0,1,0
138,2.63999939, ,0,Nevada Las Vegas,2005,0,0,0,0,0,0,1,0
155,3.119998932, ,0,Nevada Las Vegas,2005,0,0,0,0,0,0,1,0
155,2.659999847, ,0,Nevada Las Vegas,2005,0,0,0,0,0,0,1,0
148,3.719999313, ,0,Nevada Las Vegas,2005,0,1,0,0,0,0,1,0
144,3.669998169, ,0,Nevada Las Vegas,2005,1,1,0,0,0,0,1,0
146,3.029998779, ,0,Nevada Las Vegas,2005,1,0,0,0,0,0,1,0
137,3.539999008, ,0,Nevada Las Vegas,2005,0,0,0,0,0,0,1,0
156,3.349998474, ,0,Nevada Las Vegas,2005,0,1,0,0,0,0,1,0
151,3.509998322, ,0,Nevada Las Vegas,2005,1,0,0,0,0,0,1,0
147,2.279998779, ,0,Nevada Las Vegas,2005,1,0,0,0,0,0,1,0
145,3.129999161, ,0,Nevada Las Vegas,2005,0,0,0,0,0,0,1,0
169,2.129999161, ,0,Nevada Las Vegas,2005,1,0,0,0,0,0,1,0
142,2.589998245, ,0,Nevada Las Vegas,2005,1,0,0,0,0,0,1,0
152,3.51999855, ,0,Nevada Las Vegas,2005,0,1,0,0,0,0,1,0
153,3, ,0,Nevada Las Vegas,2005,0,0,0,0,0,0,1,0
159,3.009998322, ,0,Nevada Las Vegas,2005,1,1,0,0,0,0,1,0
147,3.379999161, ,0,Nevada Las Vegas,2005,1,0,0,0,0,0,1,0
140,2.679998398,Asian,1,Nevada Las Vegas,2005,1,0,0,0,1,0,0,0
153,2.649999619,Asian,1,Nevada Las Vegas,2005,0,0,0,0,1,0,0,0
